"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
24,0,0,1,1,"123"
29,1,0,1,1,"plug the controller into the xbox and put it on the table in front of the couch"
37,0,0,1,1,"test"
55,0,0,1,1,"if anything is disposable and used , put it in the trash bag"
60,1,0,1,1,"scoop the ice-cream and pour syrup"
61,3,0,1,1,"put the garbage bag inside the bin and place near the wall and near the counter"
62,4,0,1,1,"and throw out any garbage"
69,4,0,1,1,"find and open the bag of chips"
69,5,0,1,1,"find a large bowl , and pour chips into it until it is filled"
75,2,0,1,1,"take beer and put it on the table in front of the couch"
84,5,0,1,1,"open the bag of chips and pour them into the bowl until it is full"
101,3,0,1,1,"put away books onto a shelf"
103,3,0,1,1,"put the xbox and controllers away"
104,5,0,1,1,"open the bag of chips , and pour the contents into the bowl until it is full"
110,2,0,1,1,"place the dvd in the tray and close it"
113,3,0,1,1,"open the chips , and pour them into the chip bowl until it is full"
113,6,0,1,1,"turn the volume to full"
115,0,0,1,1,"put all dirty dishes into the sink , cups , plates , forks , the pot and all"
122,2,0,1,1,"put the dvd in the tray and close it"
123,0,0,1,1,"put away the chocolate syrup"
123,2,0,1,1,"put the pots away"
125,2,0,1,1,"turn the tv volume up to full"
125,6,0,1,1,"open the chips and pour them into the bowl until it is full"
134,0,0,1,1,"turn on the television and put on a movie"
136,0,0,1,1,"get and open the instant ramen"
139,1,0,1,1,"when the water is boiling , put in the instant ramen"
147,2,0,1,1,"put into the microwave and microwave for 3 minutes"
151,0,0,1,1,"turn on the television , change the channel until you find a movie"
167,3,0,1,1,"take the trash bag and put it outside"
171,1,0,1,1,"put chocolate and vanilla syrup on top"
172,1,0,1,1,"wait until the water is boiling , and then take the egg from the fridge and place it in the pot for 3 minutes"
176,2,0,1,1,"also , bring the salt shaker"
186,1,0,1,1,"turn off the tv and put away the xbox"
192,1,0,1,1,"connect the xbox to the tv , and turn both on"
201,3,0,1,1,"put chips in bowl and serve"
220,1,0,1,1,"then put the pot on the stove and turn on the stove"
220,5,0,1,1,"then turn off the microwave and remove the mug"
224,3,0,1,1,"also , put the beer , the coke and the bowl on the shelf"
226,1,0,1,1,"then turn of the tap"
229,2,0,1,1,"then , put the pot on the stove and turn on the stove for two minutes"
244,1,0,1,1,"remove beer , bowl , and trash bag on floor and dispose"
246,0,0,1,1,"take the red cup and fill it with water at the sink"
252,1,0,1,1,"then get the mug with coffee in it and also place it by the plate with the ice cream and syrup"
260,1,0,1,1,"then turn on the tv and put a movie inside the xbox"
262,1,0,1,1,"put the game in"
263,0,0,1,1,"put away pillows , empty bowl , throw out drinks"
264,1,0,1,1,"then go to the counter and get the plate and put the egg on the plate"
280,2,0,1,1,"put on plate"
283,1,0,1,1,"put the movie in"
285,3,0,1,1,"take pillows from shelf and put on couches"
288,1,0,1,1,"when boiling , place in the cup with instant ramen"
292,1,0,1,1,"take ice cream from freezer and scoop with spoon and put in mug with coffee"
293,0,0,1,1,"put the game in the xbox , take the chips and pour its contents in the bowl , arrange the couches around the tv , turn on the tv , and place the xbox controller on the table"
295,1,0,1,1,"then put it in the microwave and heat it up"
300,1,0,1,1,"put away the math book"
362,2,0,1,1,"put on a dvd player"
373,3,0,1,1,"then grasp syrup and squeeze the bottle"
406,1,0,1,1,"then place it on the stove"
424,1,0,1,1,"then put syrup into the fridge"
436,5,0,1,1,"put glass and bowl on tray"
446,0,0,1,1,"on"
457,9,0,1,1,"and pour chips onto plate"
475,1,0,1,1,"put in cup"
476,7,0,1,1,"serve"
498,1,0,1,1,"put them away"
521,1,0,1,1,"then , wash the dishes"
545,0,0,1,1,"pick up empty dishes and pickup and put away things"
546,2,0,1,1,"put the ice cream back and take the syrup"
574,2,0,1,1,"put down xbox"
582,2,0,1,1,"gather food and put on table"
589,2,0,1,1,"put on the stove"
590,6,0,1,1,"put in microwave"
592,7,0,1,1,"put in microwave"
593,3,0,1,1,"put in microwave"
599,1,0,1,1,"put into microwave"
612,1,0,1,1,"then , take the syrup and squeeze over the cereal"
617,1,0,1,1,"put syrup on top"
619,1,0,1,1,"put pop corn in the microwave and serve"
622,1,0,1,1,"serve hot"
629,0,0,1,1,"put chips in a bowl and put music"
632,1,0,1,1,"put down ramen"
632,3,0,1,1,"put down plate"
633,5,0,1,1,"put down cd"
633,6,0,1,1,"put down object"
635,2,0,1,1,"place on back right burner"
641,2,0,1,1,"put down coke"
643,1,0,1,1,"put down pillow"
643,5,0,1,1,"put down xbox"
645,1,0,1,1,"put down kettle on the burner"
646,1,0,1,1,"put down xbox"
646,4,0,1,1,"put down pillows on couch"
647,1,0,1,1,"put down the movie"
