"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
5,1,0,1,1,"give me the bag of chips"
6,0,0,1,1,"get all the plates , cups , and spoons on the counters and put them in the sink"
6,1,0,1,1,"take the mug from the microwave and pour its contents into the sink and then place it in the sink"
14,2,0,1,1,"prepare us food and bring the coke"
24,0,0,1,1,"123"
37,0,0,1,1,"test"
41,1,0,1,1,"bring us coke and the beer"
50,1,0,1,1,"bring us chips"
52,0,0,1,1,"collect the plates , utensils , and cups and put them in the sink"
52,1,0,1,1,"take the mug from the microwave and empty its contents into the sink and put it in the sink"
58,1,0,1,1,"bring us chips and coke"
58,2,0,1,1,"bring us the controller"
60,1,0,1,1,"scoop the ice-cream and pour syrup"
61,3,0,1,1,"put the garbage bag inside the bin and place near the wall and near the counter"
62,4,0,1,1,"and throw out any garbage"
69,4,0,1,1,"find and open the bag of chips"
69,5,0,1,1,"find a large bowl , and pour chips into it until it is filled"
84,0,0,1,1,"turn on the tv and xbox and connect them"
84,5,0,1,1,"open the bag of chips and pour them into the bowl until it is full"
89,1,0,1,1,"bring us the book and the bag of chips"
93,2,0,1,1,"bring us bag of chips"
93,3,0,1,1,"bring us the pillows"
104,5,0,1,1,"open the bag of chips , and pour the contents into the bowl until it is full"
110,2,0,1,1,"place the dvd in the tray and close it"
113,1,0,1,1,"take any drinks and put them on the coffee table"
113,3,0,1,1,"open the chips , and pour them into the chip bowl until it is full"
113,6,0,1,1,"turn the volume to full"
117,5,0,1,1,"add cereal to the bowl until it is full"
125,2,0,1,1,"turn the tv volume up to full"
125,6,0,1,1,"open the chips and pour them into the bowl until it is full"
136,0,0,1,1,"get and open the instant ramen"
148,1,0,1,1,"put xbox and its controller in the shelf under the tv"
151,0,0,1,1,"turn on the television , change the channel until you find a movie"
160,0,0,1,1,"collect all plates , cups , mugs , pot , and silverware and place them in the sink"
160,2,0,1,1,"take the syrup bottles and place them in the refrigerator"
162,0,0,1,1,"take all silverware , plates , cups , and pots and place them in the sink"
164,0,0,1,1,"pick up all books and place them on the shelf"
164,1,0,1,1,"take all bottles , cans , and garbage and place them in the trash"
164,4,0,1,1,"take the pillows on the shelf and put them on the couches"
168,0,0,1,1,"take all plates , cups , pots , and silverware and put them in the sink"
168,1,0,1,1,"take all syrup bottles and place them in the fridge"
169,2,0,1,1,"take all pots , cups , plates , and silverware and put them in the sink"
172,1,0,1,1,"wait until the water is boiling , and then take the egg from the fridge and place it in the pot for 3 minutes"
174,4,0,1,1,"take the pillows off the shelf and put them on the couch"
176,2,0,1,1,"also , bring the salt shaker"
177,0,0,1,1,"take all bottles , cans , and trash and put them in the trash can"
178,2,0,1,1,"take all cups , plates , bowls , pots , and silverware and put them into the sink"
182,1,0,1,1,"take all bottles , cans , and trash and put them in the trash can"
183,0,0,1,1,"bring me the coffee from the microwave"
183,1,0,1,1,"bring me the boiled egg from the fridge on a plate"
183,2,0,1,1,"serve them to me at the counter"
186,0,0,1,1,"collect all books from the room and place them on the coffee table"
