"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
19,1,0,1,1,"dispose of garbage bag"
21,0,0,1,1,"open the fridge and get the boiled egg and put it on plate 2"
22,1,0,1,1,"next grab a bowl"
24,0,0,1,1,"123"
29,1,0,1,1,"plug the controller into the xbox and put it on the table in front of the couch"
37,0,0,1,1,"test"
55,0,0,1,1,"if anything is disposable and used , put it in the trash bag"
60,1,0,1,1,"scoop the ice-cream and pour syrup"
61,3,0,1,1,"put the garbage bag inside the bin and place near the wall and near the counter"
62,4,0,1,1,"and throw out any garbage"
69,1,0,1,1,"make sure they are connected"
69,3,0,1,1,"close the tray"
69,4,0,1,1,"find and open the bag of chips"
69,5,0,1,1,"find a large bowl , and pour chips into it until it is filled"
75,2,0,1,1,"take beer and put it on the table in front of the couch"
76,3,0,1,1,"make sure all the books are on the shelf"
84,2,0,1,1,"place the disk in the disk tray and close the tray"
84,5,0,1,1,"open the bag of chips and pour them into the bowl until it is full"
101,3,0,1,1,"put away books onto a shelf"
103,3,0,1,1,"put the xbox and controllers away"
104,5,0,1,1,"open the bag of chips , and pour the contents into the bowl until it is full"
113,3,0,1,1,"open the chips , and pour them into the chip bowl until it is full"
113,6,0,1,1,"turn the volume to full"
115,0,0,1,1,"put all dirty dishes into the sink , cups , plates , forks , the pot and all"
117,5,0,1,1,"add cereal to the bowl until it is full"
122,2,0,1,1,"put the dvd in the tray and close it"
123,0,0,1,1,"put away the chocolate syrup"
123,2,0,1,1,"put the pots away"
125,2,0,1,1,"turn the tv volume up to full"
125,6,0,1,1,"open the chips and pour them into the bowl until it is full"
134,0,0,1,1,"turn on the television and put on a movie"
139,1,0,1,1,"when the water is boiling , put in the instant ramen"
147,2,0,1,1,"put into the microwave and microwave for 3 minutes"
151,0,0,1,1,"turn on the television , change the channel until you find a movie"
167,3,0,1,1,"take the trash bag and put it outside"
171,1,0,1,1,"put chocolate and vanilla syrup on top"
172,1,0,1,1,"wait until the water is boiling , and then take the egg from the fridge and place it in the pot for 3 minutes"
176,2,0,1,1,"also , bring the salt shaker"
