"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
8,1,0,0,0,"place all of the couches on one side of the wall , preferably facing the television"
21,0,0,0,0,"open the fridge and get the boiled egg and put it on plate 2"
21,1,0,0,0,"open the fridge and get the canada dry and put it next to plate 2"
61,5,0,0,0,"music can play from there"
66,0,0,0,0,"put cs to game box"
66,1,0,0,0,"bring is bag of chips and the coke"
80,3,0,0,0,"pour ramen ino the bowl"
81,0,0,0,0,"get the water pour into bowl"
81,3,0,0,0,"pour ramen ino the bowl"
95,3,0,0,0,"turn the television and move to the desired channel to watch the movie"
101,1,0,0,0,"put my xbox and xbox controller on the table in front of the coach"
104,0,0,0,0,"turn off the tv and the xbox if applicable"
111,1,0,0,0,"put both xbox and xbox controller onto the table in front of the coaches"
118,4,0,0,0,"put the pillow on the coach"
126,1,0,0,0,"put pillows onto the coaches"
130,1,0,0,0,"put xbox and its controller on the table in front of the coaches"
130,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
130,4,0,0,0,"put pillows onto the coaches , one for each"
135,0,0,0,0,"put books on the table in front of the coaches"
138,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
138,4,0,0,0,"put pillows onto the coaches , one for each"
138,5,0,0,0,"arrange the coaches around the table"
148,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
148,4,0,0,0,"put pillows onto the coaches , one for each"
148,5,0,0,0,"arrange coaches around the big table"
154,1,0,0,0,"put xbox and its controller on the table in front of the coaches"
154,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
154,4,0,0,0,"arrange coaches around the big table"
154,5,0,0,0,"put pillows onto the coaches , one for each"
156,1,0,0,0,"put xbox and its controller on the table in front of the coaches"
156,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
156,4,0,0,0,"put pillows onto the coaches , one for each"
