0,1
1,1
2,1
3,0
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,0
19,1
20,1
21,1
22,0
23,0
24,1
25,0
26,0
27,0
28,1
29,1
30,0
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,1
55,1
56,1
57,1
58,0
59,1
60,1
61,0
62,0
63,1
64,1
65,1
66,1
67,0
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,0
89,1
90,1
91,0
92,1
93,1
94,0
95,0
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,0
114,1
115,1
116,1
117,0
118,0
119,0
120,1
121,1
122,1
123,1
124,0
125,1
126,1
127,1
128,0
129,0
130,1
131,1
132,1
133,1
134,0
135,1
136,1
137,0
138,1
139,1
140,0
141,1
142,1
143,0
144,0
145,1
146,1
147,1
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,0
163,1
164,1
165,0
166,1
167,0
168,1
169,0
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,0
180,1
181,0
182,1
183,1
184,1
185,0
186,1
187,1
188,0
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,1
197,1
198,1
199,0
200,0
201,0
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,0
211,1
212,1
213,1
214,1
215,0
216,0
217,0
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,1
227,1
228,1
229,1
230,0
231,0
232,0
233,1
234,1
235,1
236,1
237,0
238,1
239,0
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,0
251,1
252,1
253,1
254,0
255,0
256,1
257,1
258,1
259,1
260,0
261,1
262,1
263,1
264,1
265,1
266,1
267,0
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,0
277,0
278,1
279,1
280,0
281,1
282,0
283,0
284,1
285,1
286,1
287,0
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,0
305,1
306,0
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,0
320,1
321,0
322,1
323,0
324,0
325,1
326,0
327,1
328,1
329,1
330,1
331,1
332,0
333,0
334,0
335,1
336,1
337,1
338,0
339,1
340,1
341,0
342,0
343,0
344,1
345,1
346,1
347,0
348,0
349,0
350,0
351,1
352,1
353,1
354,1
355,0
356,1
357,0
358,0
359,1
360,1
361,0
362,1
363,1
364,0
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,0
375,1
376,1
377,0
378,1
379,0
380,0
381,1
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,0
393,0
394,1
395,1
396,1
397,1
398,0
399,0
400,1
401,1
402,1
403,1
404,1
405,1
406,0
407,1
408,1
409,1
410,0
411,1
412,1
413,0
414,1
415,0
416,1
417,0
418,0
419,0
420,1
421,1
422,1
423,1
424,1
425,1
426,0
427,1
428,1
429,1
430,1
431,0
432,0
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,0
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,0
452,1
453,0
454,0
455,1
456,0
457,0
458,1
459,1
460,1
461,0
462,1
463,1
464,0
465,1
466,0
467,0
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,0
477,0
478,0
479,1
480,1
481,1
482,0
483,0
484,1
485,0
486,1
487,1
488,0
489,1
490,1
491,1
492,0
493,1
494,1
495,1
496,0
497,1
498,1
499,1
500,1
501,0
502,0
503,1
504,0
505,1
506,1
507,1
508,1
509,1
510,1
511,0
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,0
525,1
526,1
527,0
528,1
529,0
530,0
531,1
532,1
533,0
534,0
535,0
536,1
537,1
538,0
539,0
540,1
541,0
542,1
543,1
544,1
545,0
546,0
547,1
548,1
549,1
550,0
551,1
552,0
553,1
554,1
555,1
556,0
557,1
558,0
559,0
560,0
561,0
562,1
563,1
564,1
565,0
566,1
567,1
568,1
569,1
570,1
571,0
572,0
573,1
574,1
575,0
576,0
577,0
578,0
579,0
580,1
581,1
582,1
583,1
584,0
585,0
586,0
587,1
588,0
589,1
590,1
591,0
592,1
593,1
594,0
595,0
596,0
597,1
598,1
599,1
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,0
608,1
609,1
610,0
611,1
612,1
613,1
614,1
615,1
616,1
617,0
618,1
619,1
620,1
621,1
622,1
623,0
624,1
625,1
626,1
627,0
628,1
629,1
630,1
631,0
632,1
633,0
634,0
635,1
636,1
637,1
638,1
639,1
640,0
641,1
642,0
643,1
644,1
645,1
646,0
647,1
648,0
649,1
650,1
651,0
652,1
653,1
654,1
655,0
656,1
657,0
658,1
659,0
660,1
661,0
662,1
663,1
664,0
665,1
666,1
667,0
668,1
669,0
670,1
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,1
679,0
680,1
681,1
682,1
683,1
684,0
685,1
686,0
687,1
688,0
689,1
690,1
691,1
692,1
693,0
694,0
695,1
696,1
697,1
698,1
699,0
700,0
701,1
702,1
703,1
704,1
705,0
706,1
707,0
708,0
709,1
710,1
711,0
712,1
713,1
714,1
715,0
716,0
717,1
718,0
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,0
749,0
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,0
767,1
768,1
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,1
780,1
781,1
782,1
783,0
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,0
803,1
804,1
805,1
806,0
807,1
808,1
809,0
810,1
811,1
812,1
813,1
